Enkät,Enkätkategori,Enkätkategori.1,Kursens ämnesinnehåll har gett mig möjlighet att uppnå kursens lärandemål.,"Kursens olika undervisnings- och arbetsformer har varit relevanta i relation till kursens lärandemål. Till undervisnings- och arbetsformer räknas till exempel föreläsningar, seminarier, laborationer, basgrupper, handledning, projekt och lektioner.",Kursens examinerande moment har varit relevanta i relation till kursens lärandemål.,Kursens pedagogiska genomförande har varit till stöd för mitt lärande.,"Anser du att kursens innehåll, genomförande och examination stämmer med kursplanen?",Vilket helhetsbetyg ger du kursen?,course_code
"Utbildningsvetenskaplig kärna: Dokumentation, uppföljning och utvärdering i förskolans praktik (970G35 2023-01-16 Kat 1423633)",2022,HT,4.0,4.67,3.67,4.33,4.33,3.67,970G35
"Utbildningsvetenskaplig kärna: Dokumentation, uppföljning och utvärdering i förskolans praktik (970G35 2023-01-16 Ron 1423637)",2022,HT,4.25,4.6,4.0,4.2,4.2,3.6,970G35
"Utbildningsvetenskaplig kärna: Dokumentation, uppföljning och utvärdering i förskolans praktik (Samläsning) (970G35 2023-01-16 Nor,Väs 1403372)",2022,HT,4.59,4.29,4.65,4.35,4.59,4.12,970G35
Utbildningsvetenskaplig kärna: Fritidshemmet och skolans samhälleliga roll och uppdrag (9FVG05 2023-01-16 Ort 1373445),2022,HT,5.0,4.0,4.0,4.0,5.0,4.0,9FVG05
Utbildningsvetenskaplig kärna: Fritidshemmet och skolans samhälleliga roll och uppdrag (9FVG05 2023-01-16 Ort 1399533),2022,HT,4.5,4.5,4.5,3.5,5.0,4.0,9FVG05
Utbildningsvetenskaplig kärna: Förskolans samhälleliga roll och uppdrag (9FVG04 2022-06-06 Nor 1368200),2022,VT,0.0,0.0,0.0,0.0,0.0,0.0,9FVG04
"Utbildningsvetenskaplig kärna: Förskolans samhälleliga roll, allmändidaktik och det demokratiska uppdraget (970G32 2022-10-24 Kat 1423621)",2022,HT,4.8,5.0,4.6,4.8,4.8,4.8,970G32
"Utbildningsvetenskaplig kärna: Förskolans samhälleliga roll, allmändidaktik och det demokratiska uppdraget (970G32 2022-10-24 Ron 1423623)",2022,HT,4.67,4.6,4.6,4.57,4.73,4.47,970G32
"Utbildningsvetenskaplig kärna: Förskolans samhälleliga roll, allmändidaktik och det demokratiska uppdraget (Samläsning) (970G32 2022-10-24 Nor,Väs 1403367)",2022,HT,4.88,4.79,4.88,4.83,4.92,4.75,970G32
Utbildningsvetenskaplig kärna: Sociala relationer och lärares ledarskap (9EF510 2023-01-16 Kat 1386267),2022,HT,4.0,4.0,4.33,4.0,4.33,4.0,9EF510
Utbildningsvetenskaplig kärna: Sociala relationer och lärares ledarskap (9EF510 2023-01-16 Mot 1386271),2022,HT,5.0,5.0,5.0,4.0,4.0,4.0,9EF510
Utbildningsvetenskaplig kärna: Sociala relationer och lärares ledarskap (9EF510 2023-01-16 Nor 1382767),2022,HT,3.7,3.36,4.0,3.45,3.91,3.36,9EF510
Utbildningsvetenskaplig kärna: Sociala relationer och lärares ledarskap (9EF510 2023-01-16 Vim 1386269),2022,HT,4.25,4.25,3.75,4.25,4.0,3.75,9EF510
Utbildningsvetenskaplig kärna: Utveckling och lärande (970G34 2022-11-28 Kat 1423629),2022,HT,4.0,4.0,3.67,4.0,4.0,3.67,970G34
Utbildningsvetenskaplig kärna: Utveckling och lärande (970G34 2022-11-28 Ron 1423631),2022,HT,3.38,3.13,3.4,3.13,3.71,3.0,970G34
Utbildningsvetenskaplig kärna: Utveckling och lärande (9EF507 2022-06-06 Kat 1386249),2022,VT,3.0,3.67,4.0,2.5,3.67,3.33,9EF507
Utbildningsvetenskaplig kärna: Utveckling och lärande (9EF507 2022-06-06 Mot 1386253),2022,VT,3.0,3.0,3.5,2.0,3.0,2.5,9EF507
Utbildningsvetenskaplig kärna: Utveckling och lärande (9EF507 2022-06-06 Nor 1373524),2022,VT,4.0,3.88,3.75,3.75,4.38,4.0,9EF507
Utbildningsvetenskaplig kärna: Utveckling och lärande (9EF507 2022-06-06 Vim 1386251),2022,VT,4.6,4.6,4.4,4.4,4.8,4.4,9EF507
"Utbildningsvetenskaplig kärna: Utveckling och lärande (Samläsning) (970G34 2022-11-28 Nor,Väs 1403377)",2022,HT,3.25,3.43,3.63,2.97,3.96,2.97,970G34
"Utbildningsvetenskaplig kärna: Utveckling och lärande (Samläsning) (971G16 2022-10-24 Nyk,Nor,Väs 1403058)",2022,HT,4.25,3.56,4.69,3.53,4.56,3.75,971G16
Utbytesstudier på Fysioterapeutprogrammet vid Hälsouniversitetet (8FYUT1 2023-01-09 Lin 1460906),2022,HT,5.0,5.0,5.0,5.0,5.0,5.0,8FYUT1
Utbytesstudier på Logopedprogrammet vid Hälsouniversitetet (8LOUT1 2023-01-09 Lin 1460912),2022,HT,0.0,0.0,0.0,0.0,0.0,0.0,8LOUT1
Utbytesstudier på Läkarprogrammet vid Hälsouniversitetet (8LAUT1 2022-06-06 Lin 1422357),2022,VT,0.0,0.0,0.0,0.0,0.0,0.0,8LAUT1
Utbytesstudier på Sjuksköterskeprogrammet vid Hälsouniversitetet (8SKUT1 2022-06-06 Lin 1422315),2022,VT,0.0,0.0,0.0,0.0,0.0,0.0,8SKUT1
Uthålliga energisystem (TMES24 2022-10-24 Lin 1396740),2022,HT,4.61,4.43,4.5,3.82,4.52,4.29,TMES24
"Utomhuspedagogik med fokus på lärande för hållbar utveckling (Samläsning) (950A08, 949A30 2022-06-06 Lin 1288468)",2022,VT,4.67,4.33,4.33,4.67,4.67,4.33,950A08
"Utomhuspedagogik med fokus på lärande för hållbar utveckling (Samläsning) (950A08, 949A30 2022-06-06 Lin 1288468)",2022,VT,4.67,4.33,4.33,4.67,4.67,4.33,949A30
"Utredning, handläggning och dokumentation i socialt arbete (745G51 2022-03-28 Nor 1387650)",2022,VT,4.07,3.87,4.17,3.57,3.83,3.4,745G51
"Utredning, handläggning och dokumentation i socialt arbete (745G51 2022-10-31 Nor 1374887)",2022,HT,3.61,3.32,3.84,3.35,3.81,3.29,745G51
Utredningsarbete (730G67 2023-01-16 Lin 1418719),2022,HT,4.5,4.5,4.5,5.0,4.5,3.5,730G67
Utredningsarbete (733G25 2023-01-16 Lin 1418724),2022,HT,0.0,0.0,0.0,0.0,0.0,0.0,733G25
Utredningskunskap (799G49 2022-11-28 Lin 1419318),2022,HT,3.94,3.53,3.56,3.32,3.78,3.26,799G49
"Utställningskunskap, grundkurs (754G22 2022-06-06 Lin 1373495)",2022,VT,5.0,5.0,5.0,5.0,5.0,4.0,754G22
Utveckling av yrkesutbildning och utvärdering (976G07 2022-06-06 Lin 1384673),2022,VT,4.67,3.67,4.33,4.67,4.33,3.67,976G07
Utveckling av yrkesutbildning och utvärdering (976G07 2023-01-16 Lin 1401774),2022,HT,5.0,3.0,4.0,4.0,4.0,4.0,976G07
Utveckling av yrkesutbildning och utvärdering (976G07 2023-01-16 Lin 1401906),2022,HT,4.67,4.67,4.83,4.83,5.0,4.5,976G07
Utvecklingspsykologi 1 - grunder och teorier (735G72 2022-02-21 Lin 1388049),2022,VT,4.13,4.22,4.04,4.35,3.95,3.91,735G72
Utvecklingspsykologi 2 - Spädbarn och förskoleålder (735G77 2022-10-24 Lin 1419617),2022,HT,4.41,3.76,4.35,3.29,4.35,3.71,735G77
Utvecklingspsykologi 3 - Skolår och tonår (735G78 2022-06-06 Lin 1387635),2022,VT,3.27,3.45,3.64,3.0,3.8,3.27,735G78
Utvecklingspsykologi 4 - Vuxenliv och åldrande (735G79 2022-09-19 Lin 1419015),2022,HT,3.82,3.94,4.12,3.53,4.12,3.82,735G79
Utvecklingspsykologi 5 - Utvecklingspsykopatologi (735A23 2022-04-18 Lin 1387327),2022,VT,4.22,4.22,4.25,4.11,4.25,4.11,735A23
Utvecklingspsykologi 6 - Klinisk tillämpning (735A24 2022-06-06 Lin 1387332),2022,VT,4.71,4.43,5.0,4.86,4.86,4.57,735A24
Utvärdering av offentlig politik (Samläsning) (733A90 2023-01-16 Lin 1420338),2022,HT,5.0,4.0,5.0,3.33,4.67,4.0,733A90
VA-teknik (TNBI73 2022-03-21 Nor 1380887),2022,VT,3.44,3.33,3.62,2.78,3.56,3.11,TNBI73
"Vardagsliv och institution, grundkurs (740G57 2022-10-24 Nor 1420214)",2022,HT,4.43,4.34,4.43,4.25,4.56,4.23,740G57
Vardagsvillkor och välfärdsutveckling (745A27 2022-03-28 Nor 1372590),2022,VT,3.33,3.11,3.5,3.11,3.44,3.22,745A27
Vardagsvillkor och välfärdsutveckling (745A27 2022-10-31 Nor 1415580),2022,HT,4.06,4.12,4.06,3.94,4.27,3.75,745A27
Vatten och regional utveckling i samhällsplaneringen (727G16 2022-11-28 Lin 1418623),2022,HT,3.0,2.45,2.82,2.73,3.0,2.45,727G16
Vehicle Propulsion Systems (TSFS03 2022-05-30 Lin 1376938),2022,VT,3.22,3.22,3.88,2.11,3.43,2.44,TSFS03
Vektoranalys (TATA44 2022-10-24 Lin 1392048),2022,HT,4.45,4.36,4.62,4.0,4.52,4.1,TATA44
Vektoranalys (TNA007 2023-01-09 Nor 1395692),2022,HT,4.33,4.17,4.33,3.42,4.09,3.67,TNA007
Verksamhetsförlagd utbildning (9VAA02 2022-03-28 Lin 1384663),2022,VT,5.0,5.0,5.0,5.0,5.0,5.0,9VAA02
Verksamhetsförlagd utbildning (9VAA02 2022-03-28 Lin 1397626),2022,VT,4.5,4.25,4.0,4.25,4.25,4.25,9VAA02
Verksamhetsförlagd utbildning (9VAA02 2022-06-06 Lin 1384660),2022,VT,4.5,4.5,4.5,4.0,4.0,4.5,9VAA02
Verksamhetsförlagd utbildning (9VAA02 2022-06-06 Lin 1397623),2022,VT,0.0,0.0,0.0,0.0,0.0,0.0,9VAA02
Verksamhetsförlagd utbildning (9VAA02 2023-01-16 Lin 1401802),2022,HT,0.0,0.0,0.0,0.0,0.0,0.0,9VAA02
Verksamhetsförlagd utbildning (9VAA02 2023-01-16 Lin 1421702),2022,HT,5.0,4.67,5.0,5.0,5.0,5.0,9VAA02
Verksamhetsförlagd utbildning 1 (9KPV01 2022-03-28 Lin 1400059),2022,VT,4.5,4.6,4.4,4.0,3.6,3.8,9KPV01
Verksamhetsförlagd utbildning 1 (9KPV01 2022-06-06 Lin 1385675),2022,VT,5.0,4.5,5.0,5.0,5.0,4.5,9KPV01
Verksamhetsförlagd utbildning 2 – praktik och profession (735A33 2022-11-21 Lin 1418376),2022,HT,4.54,4.15,4.25,3.62,4.25,4.0,735A33
Verksamhetsförlagd utbildning 2 (9KPA13 2023-01-16 Lin 1402841),2022,HT,4.38,3.75,4.25,4.25,4.62,4.25,9KPA13
Verksamhetsförlagd utbildning 2 (9VAA10 2022-06-06 Lin 1384640),2022,VT,5.0,5.0,4.0,5.0,5.0,5.0,9VAA10
Verksamhetsförlagd utbildning 2 (9VAA10 2022-06-06 Lin 1397632),2022,VT,4.0,4.0,4.0,4.5,4.0,4.5,9VAA10
Verksamhetsförlagd utbildning 2 (9VAA10 2023-01-16 Lin 1401805),2022,HT,5.0,5.0,5.0,5.0,5.0,5.0,9VAA10
Verksamhetsförlagd utbildning 2 (9VAA10 2023-01-16 Lin 1421706),2022,HT,5.0,5.0,4.0,5.0,5.0,4.0,9VAA10
Verksamhetsförlagd utbildning 3 (9KPA14 2022-03-28 Lin 1385438),2022,VT,4.11,3.6,3.8,3.78,4.22,3.6,9KPA14
Verksamhetsförlagd utbildning 3 (9KPA14 2023-01-16 Lin 1401882),2022,HT,3.71,3.71,3.43,3.71,4.0,3.29,9KPA14
Verksamhetsförlagd utbildning 3 (9VAA11 2022-03-28 Lin 1416388),2022,VT,4.5,4.5,4.5,4.0,4.5,4.5,9VAA11
Verksamhetsförlagd utbildning 3 (9VAA11 2022-03-28 Lin 1416450),2022,VT,0.0,0.0,0.0,0.0,0.0,0.0,9VAA11
Verksamhetsförlagd utbildning 3 (9VAA11 2022-06-06 Lin 1384620),2022,VT,4.8,4.4,4.8,4.6,4.8,4.4,9VAA11
Verksamhetsförlagd utbildning 3 (9VAA11 2022-06-06 Lin 1397635),2022,VT,4.33,4.33,4.33,4.67,5.0,4.67,9VAA11
Verksamhetsförlagd utbildning 3 (9VAA11 2022-10-24 Lin 1401823),2022,HT,4.8,4.8,4.4,4.2,4.25,4.2,9VAA11
Verksamhetsförlagd utbildning 3 (9VAA11 2022-10-24 Lin 1421708),2022,HT,5.0,4.0,4.5,4.5,5.0,4.0,9VAA11
Verksamhetsförlagd utbildning 3 (9VAA11 2023-01-16 Lin 1401826),2022,HT,4.57,4.57,4.14,4.43,4.29,4.43,9VAA11
Verksamhetsförlagd utbildning 3 (9VAA11 2023-01-16 Lin 1421711),2022,HT,5.0,5.0,5.0,5.0,5.0,5.0,9VAA11
Verksamhetsförlagd utbildning 4 (9KPA15 2022-03-28 Lin 1384712),2022,VT,4.0,4.0,3.5,4.0,4.0,4.0,9KPA15
Verksamhetsförlagd utbildning 4 (9KPA15 2022-06-06 Lin 1385441),2022,VT,4.4,3.83,4.33,3.83,4.6,4.33,9KPA15
Verksamhetsförlagd utbildning 4 (9VAA12 2022-06-06 Lin 1384572),2022,VT,0.0,0.0,0.0,0.0,0.0,0.0,9VAA12
Verksamhetsförlagd utbildning 4 (9VAA12 2022-06-06 Lin 1397638),2022,VT,4.5,4.0,4.75,4.0,4.5,4.5,9VAA12
Verksamhetsförlagd utbildning 4 (9VAA12 2023-01-16 Lin 1401808),2022,HT,5.0,4.67,4.33,4.33,4.33,4.67,9VAA12
Verksamhetsförlagd utbildning 4 (9VAA12 2023-01-16 Lin 1421715),2022,HT,3.5,3.0,3.0,3.5,3.0,3.5,9VAA12
Verksamhetsförlagd utbildning del I (976G14 2022-10-24 Lin 1402504),2022,HT,4.5,4.5,3.83,4.33,4.17,4.33,976G14
Verksamhetsförlagd utbildning del II (976G15 2022-06-06 Lin 1384743),2022,VT,5.0,4.6,4.8,4.75,4.8,4.4,976G15
Verksamhetsförlagd utbildning del III (976G16 2022-06-06 Lin 1384195),2022,VT,5.0,4.67,4.67,4.33,5.0,4.33,976G16
Verksamhetsförlagd utbildning I (9KAG01 2022-11-28 Lin 1450088),2022,HT,4.56,4.53,4.12,4.5,4.53,4.56,9KAG01
"Verksamhetsförlagd utbildning i engelska (27,5-30 hp) (92E1V1 2022-03-21 Lin 1384884)",2022,VT,5.0,4.0,4.0,4.0,5.0,4.0,92E1V1
Verksamhetsförlagd utbildning i engelska (28-30 hp) (91ENV7 2022-04-04 Lin 1374700),2022,VT,4.0,5.0,5.0,4.0,4.0,4.0,91ENV7
Verksamhetsförlagd utbildning i engelska (28-30 hp) (92E1V7 2022-03-21 Lin 1385010),2022,VT,0.0,0.0,0.0,0.0,0.0,0.0,92E1V7
Verksamhetsförlagd utbildning i engelska (56-58 hp) (92ENV3 2022-10-03 Lin 1402714),2022,HT,3.0,3.0,4.0,3.67,4.0,2.33,92ENV3
Verksamhetsförlagd utbildning i engelska (56-58 hp) (92ENV8 2022-10-03 Lin 1403559),2022,HT,0.0,0.0,0.0,0.0,0.0,0.0,92ENV8
Verksamhetsförlagd utbildning i engelska (56-58 hp) (93ENV3 2022-10-03 Lin 1401946),2022,HT,3.67,3.33,4.67,4.0,4.33,3.33,93ENV3
Verksamhetsförlagd utbildning i engelska (56-58 hp) (93ENV8 2022-10-03 Lin 1402051),2022,HT,3.0,2.67,3.5,2.33,3.33,2.67,93ENV8
Verksamhetsförlagd utbildning i engelska (59-60 hp) (92ENV9 2022-11-07 Lin 1403564),2022,HT,0.0,0.0,0.0,0.0,0.0,0.0,92ENV9
Verksamhetsförlagd utbildning i engelska (59-60 hp) (93ENV4 2022-11-07 Lin 1401951),2022,HT,2.5,3.5,4.0,3.0,3.5,3.5,93ENV4
Verksamhetsförlagd utbildning i engelska (59-60 hp) (93ENV9 2022-11-07 Lin 1402056),2022,HT,5.0,3.5,3.0,4.0,5.0,3.5,93ENV9
Verksamhetsförlagd utbildning i engelska (91ENV1 2022-03-21 Lin 1385542),2022,VT,4.33,4.6,4.5,4.33,4.2,3.67,91ENV1
Verksamhetsförlagd utbildning i engelska (92ENV4 2022-11-07 Lin 1402720),2022,HT,5.0,4.0,5.0,5.0,4.0,4.0,92ENV4
Verksamhetsförlagd utbildning i matematik och svenska åk 1-6 (9VA303 2022-06-06 Lin 1384635),2022,VT,5.0,2.0,5.0,3.0,5.0,4.0,9VA303
Verksamhetsförlagd utbildning i matematik och svenska åk 1-6 (9VA303 2022-06-06 Lin 1397617),2022,VT,5.0,5.0,5.0,5.0,5.0,5.0,9VA303
Verksamhetsförlagd utbildning i matematik och svenska åk 1-6 (9VA303 2023-01-16 Lin 1401811),2022,HT,4.25,2.67,4.25,3.75,4.5,4.25,9VA303
Verksamhetsförlagd utbildning i socialt arbete (745G55 2022-06-06 Nor 1387677),2022,VT,4.21,3.67,3.67,3.42,4.0,3.75,745G55
Verksamhetsförlagd utbildning i socialt arbete (745G55 2023-01-16 Nor 1419043),2022,HT,4.24,4.0,4.19,3.75,4.15,4.14,745G55
Verksamhetsförlagd utbildning II (940G15 2022-06-06 Lin 1384567),2022,VT,4.43,4.14,4.24,3.97,4.5,4.1,940G15
Verksamhetsförlagd utbildning: auskultation och studiebesök (735G76 2022-06-06 Lin 1388054),2022,VT,4.07,3.67,4.0,2.93,3.86,3.53,735G76
Verksamhetsutveckling och digitalisering (725G94 2022-10-31 Lin 1419361),2022,HT,3.5,3.88,3.88,3.62,4.0,3.38,725G94
"Verktyg för innehållsdriven medieproduktion 1 – att undersöka, observera, dokumentera och gestalta (739G51 2022-10-24 Nor 1420398)",2022,HT,4.36,4.35,4.53,4.25,4.46,4.03,739G51
Verktyg för innehållsdriven medieproduktion 2 – produktionstekniker och kommunikationslandskap (739G52 2023-01-16 Nor 1420403),2022,HT,4.41,4.35,4.53,3.76,4.38,4.18,739G52
Vetenskapens och teknologins filosofi (TGTU95 2022-05-30 Lin 1376577),2022,VT,5.0,5.0,5.0,5.0,5.0,5.0,TGTU95
Vetenskaplig forskningsmetodik inom medicin (8GVA13 2023-01-09 Lin 1424091),2022,HT,2.33,2.33,3.0,2.0,2.67,1.67,8GVA13
Vetenskaplig forskningsmetodik inom medicin I (8MM323 2023-01-09 Lin 1425132),2022,HT,3.94,3.75,4.06,3.25,4.12,3.5,8MM323
Vetenskaplig forskningsmetodik inom medicin II (8MM324 2023-01-09 Lin 1425136),2022,HT,4.4,3.8,4.5,3.4,4.1,3.5,8MM324
Vetenskaplig grundkurs i socialt arbete (745G47 2022-06-06 Nor 1388079),2022,VT,3.31,3.19,3.78,2.44,3.46,2.44,745G47
Vetenskaplig grundkurs i socialt arbete (745G47 2023-01-16 Nor 1420181),2022,HT,3.6,3.7,4.0,3.2,4.05,3.8,745G47
Vetenskaplig metod (NBIB50 2022-03-21 Lin 1380441),2022,VT,4.75,4.58,4.58,4.25,4.73,4.17,NBIB50
Vetenskaplig metod (TNBJ14 2022-03-21 Nor 1380147),2022,VT,4.17,4.17,4.5,4.0,4.33,4.17,TNBJ14
Vetenskaplig metod (TNGD23 2022-03-21 Nor 1380275),2022,VT,3.9,4.1,4.2,3.9,4.67,4.0,TNGD23
Vetenskaplig metod (TNM107 2023-01-09 Nor 1389804),2022,HT,4.29,3.71,4.14,3.57,4.43,3.43,TNM107
Vetenskaplig metod inom programmering (TDP026 2022-03-21 Lin 1380286),2022,VT,3.5,4.0,4.0,3.5,5.0,3.5,TDP026
Vetenskaplig metodik inom logistik (TNG042 2022-03-21 Nor 1379849),2022,VT,4.56,4.56,4.5,4.22,4.3,3.9,TNG042
"Vetenskaplig metodik, källkritik och rapportskrivning (TNG041 2022-03-21 Nor 1379680)",2022,VT,4.75,4.75,5.0,4.75,5.0,4.5,TNG041
Vetenskapliga perspektiv och metoder inom utredning och forskningsstudier II (709G14 2022-02-28 Lin 1387012),2022,VT,3.8,3.92,4.0,3.64,4.26,3.4,709G14
Vetenskapliga perspektiv och metoder inom utredningar och forskningsstudier I (709G13 2022-05-02 Lin 1387401),2022,VT,3.6,3.73,3.7,3.45,4.0,3.55,709G13
Vetenskapsteori för medicinare (737G07 2022-06-06 Ort 1374678),2022,VT,5.0,5.0,5.0,5.0,5.0,5.0,737G07
Vetenskapsteori för medicinare (737G07 2023-01-16 Ort 1417660),2022,HT,0.0,0.0,0.0,0.0,0.0,0.0,737G07
Vetenskapsteori för naturvetare (737G01 2022-06-06 Ort 1374674),2022,VT,5.0,5.0,5.0,5.0,5.0,5.0,737G01
Vetenskapsteori för naturvetare (737G01 2023-01-16 Ort 1417250),2022,HT,0.0,0.0,0.0,0.0,0.0,0.0,737G01
Vetenskapsteori för samhällsvetare (737G08 2022-06-06 Ort 1374682),2022,VT,0.0,0.0,0.0,0.0,0.0,0.0,737G08
Vetenskapsteori för samhällsvetare (737G08 2023-01-16 Ort 1417559),2022,HT,4.5,2.5,5.0,3.0,3.0,3.5,737G08
Vetenskapsteori och forskningsdesign i socialt arbete (745A61 2022-10-31 Nor 1417275),2022,HT,0.0,0.0,0.0,0.0,0.0,0.0,745A61
Vetenskapsteori och forskningsmetod (941A06 2023-01-16 Lin 1402279),2022,HT,4.5,4.12,3.92,3.73,4.52,3.65,941A06
Vetenskapsteori och forskningsmetod (948A05 2023-01-16 Lin 1402284),2022,HT,4.0,3.62,4.08,3.62,4.17,3.38,948A05
Vetenskapsteori och forskningsmetod (948A05 2023-01-16 Lin 1428558),2022,HT,4.32,4.32,4.25,4.04,4.43,3.82,948A05
"Vetenskapsteori och forskningsmetod. Kvalitativ analys (Samläsning) (949A11, 950A01 2023-01-16 Lin 1401056)",2022,HT,4.17,4.83,4.67,4.0,4.83,4.17,949A11
"Vetenskapsteori och forskningsmetod. Kvalitativ analys (Samläsning) (949A11, 950A01 2023-01-16 Lin 1401056)",2022,HT,4.17,4.83,4.67,4.0,4.83,4.17,950A01
Vetenskapsteori och forskningsmetod. Statistik för lärare (949A12 2022-06-06 Lin 1383547),2022,VT,4.8,4.8,4.8,5.0,4.8,4.8,949A12
Vetenskapsteori och forskningsmetod. Statistik för lärare (950A02 2022-06-06 Lin 1373160),2022,VT,0.0,0.0,0.0,0.0,0.0,0.0,950A02
Vetenskapsteori och forskningsmetodik i socialt arbete (745A60 2022-03-28 Nor 1372966),2022,VT,5.0,4.0,3.0,3.0,4.0,4.0,745A60
Vetenskapsteori och forskningsmetodik i socialt arbete (745G54 2022-03-28 Nor 1387347),2022,VT,3.47,3.32,3.47,3.11,3.67,3.11,745G54
Vetenskapsteori och forskningsmetodik i socialt arbete (745G54 2022-10-31 Nor 1419065),2022,HT,3.92,3.92,4.0,3.77,4.23,3.65,745G54
Vibration Analysis of Structures (TMME40 2022-10-24 Lin 1390077),2022,HT,4.12,4.12,4.62,4.12,4.75,4.38,TMME40
Vikingarnas religion - från fornnordisk religion till modern asatro (790G15 2022-06-06 Ort 1375133),2022,VT,4.8,4.8,5.0,3.8,4.8,4.6,790G15
Villkor för elevers matematikutveckling (948A20 2023-01-16 Lin 1402764),2022,HT,4.33,4.0,4.5,4.0,4.33,4.0,948A20
Villkor för elevers matematikutveckling (948A20 2023-01-16 Lin 1403467),2022,HT,4.8,4.0,5.0,4.0,5.0,4.2,948A20
Virtual Manufacturing (TMPS33 2022-10-24 Lin 1391704),2022,HT,4.17,4.33,4.25,4.17,4.75,4.0,TMPS33
Virtual Reality Techniques (TNM086 2023-01-09 Nor 1388739),2022,HT,4.67,4.17,4.5,4.33,5.0,4.17,TNM086
Virtual simulation teaching with a focus on controversial issues (911G70 2022-10-24 Ort 1421632),2022,HT,4.0,4.0,4.0,3.0,3.0,4.0,911G70
Virtual simulation teaching with a focus on controversial issues (911G70 2022-10-24 Ort 1421836),2022,HT,0.0,0.0,0.0,0.0,0.0,0.0,911G70
Visualization (732A98 2022-10-24 Lin 1419282),2022,HT,3.86,3.71,4.0,3.57,3.57,3.71,732A98
Visualizing Sustainability Challenges and Pathways (746A88 2022-10-24 Lin 1418083),2022,HT,0.0,0.0,0.0,0.0,0.0,0.0,746A88
Visualizing Sustainability Challenges and Pathways (746A88 2022-10-24 Lin 1419248),2022,HT,5.0,4.67,4.67,5.0,5.0,4.33,746A88
Visuell kommunikation och gestaltning I (TCM059 2023-01-09 Sto 1396857),2022,HT,4.75,4.42,4.67,4.75,4.64,4.08,TCM059
Visuell kommunikation och gestaltning II (TCM067 2022-05-30 Sto 1382087),2022,VT,4.5,4.5,4.25,4.25,4.25,4.25,TCM067
Visuell kommunikation och gestaltning III (TCM060 2022-10-24 Sto 1396124),2022,HT,4.5,3.0,3.0,4.0,4.0,4.0,TCM060
Visuell kommunikation och gestaltning IV (TCM068 2022-05-30 Sto 1381169),2022,VT,5.0,5.0,5.0,4.86,5.0,5.0,TCM068
Visuell kultur och designhistoria (TRTE17 2022-10-24 Nor 1396825),2022,HT,4.48,4.32,4.58,4.19,4.58,4.26,TRTE17
Visuell teori (TRTE13 2023-01-09 Nor 1395169),2022,HT,4.75,4.5,5.0,4.0,5.0,4.5,TRTE13
VLSI Design (TSEK06 2022-05-30 Lin 1376408),2022,VT,5.0,4.9,5.0,4.9,5.0,5.0,TSEK06
Voice and Fluency Disorders (8LOA59 2023-01-09 Lin 1422098),2022,HT,3.44,3.67,3.78,3.22,3.56,3.22,8LOA59
"Vuxenpedagogik, grundkurs (911G13 2023-01-16 Lin 1400860)",2022,HT,4.71,4.71,4.57,4.57,4.57,4.57,911G13
Vågfysik - teori och tillämpning (TFEI03 2022-05-30 Lin 1380963),2022,VT,5.0,5.0,5.0,5.0,5.0,4.0,TFEI03
Våld mot barn – i teori och praktik (8FG080 2023-01-09 Lin 1424583),2022,HT,4.88,4.75,4.88,4.75,4.62,4.62,8FG080
Vårdlogistik (TNSL09 2022-05-30 Nor 1381053),2022,VT,4.07,4.0,3.94,3.88,4.19,3.88,TNSL09
Vägprojektering (TNBI85 2022-05-30 Nor 1380877),2022,VT,4.2,4.2,4.8,4.6,5.0,4.4,TNBI85
Välfärdsrätt I (745G65 2022-05-02 Nor 1388074),2022,VT,3.25,3.61,2.95,3.03,3.23,2.95,745G65
Välfärdsrätt I (745G65 2022-12-05 Nor 1420178),2022,HT,2.66,2.84,3.06,2.0,2.84,2.19,745G65
Välfärdsrätt II (745G66 2022-03-28 Nor 1388142),2022,VT,3.91,4.2,4.05,3.66,4.1,3.66,745G66
Välfärdsrätt II (745G66 2022-10-31 Nor 1419636),2022,HT,4.43,4.56,4.46,4.41,4.65,4.31,745G66
"Välfärdsrätt med inriktning mot social och ekonomisk sårbarhet i socialt arbete (Samläsning) (745A77, 745A78 2022-03-28 Nor 1373679)",2022,VT,3.33,3.0,3.67,2.33,3.0,3.33,745A77
"Välfärdsrätt med inriktning mot social och ekonomisk sårbarhet i socialt arbete (Samläsning) (745A77, 745A78 2022-03-28 Nor 1373679)",2022,VT,3.33,3.0,3.67,2.33,3.0,3.33,745A78
"Välfärdsrätt med inriktning mot utredning av barn, ungdomar och familj (Samläsning) (745A72, 745A80 2022-06-06 Nor 1372563)",2022,VT,4.0,3.5,3.5,2.83,3.67,3.17,745A72
"Välfärdsrätt med inriktning mot utredning av barn, ungdomar och familj (Samläsning) (745A72, 745A80 2022-06-06 Nor 1372563)",2022,VT,4.0,3.5,3.5,2.83,3.67,3.17,745A80
Web programming (732A56 2022-03-21 Lin 1387798),2022,VT,5.0,5.0,5.0,4.67,5.0,5.0,732A56
Web Programming (TDDD97 2022-03-21 Lin 1376324),2022,VT,4.24,4.1,4.53,3.83,4.58,3.9,TDDD97
Webbproduktion med dynamisk layout (TDDE42 2022-03-21 Nor 1381069),2022,VT,4.33,4.83,5.0,3.33,4.8,4.33,TDDE42
